,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
199,18,Travel_Frequently,Research & Development,2,3,Technical Degree,200,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0
200,40,Non-Travel,Research & Development,1,4,Technical Degree,201,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1
201,41,Non-Travel,Research & Development,23,3,Life Sciences,202,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7
202,26,Travel_Rarely,Research & Development,9,4,Medical,203,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0
203,35,Travel_Rarely,Research & Development,16,4,Medical,204,Male,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3
204,34,Travel_Rarely,Research & Development,26,3,Medical,205,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7
205,26,Travel_Rarely,Sales,1,3,Marketing,206,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0
206,37,Travel_Rarely,Research & Development,8,1,Life Sciences,207,Male,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2
207,46,Travel_Frequently,Research & Development,4,1,Medical,208,Male,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2
208,41,Travel_Rarely,Research & Development,24,1,Life Sciences,209,Male,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8
209,37,Non-Travel,Research & Development,7,2,Medical,210,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7
210,52,Travel_Rarely,Sales,2,1,Medical,211,Male,1,Laboratory Technician,Divorced,99800,2.0,11,1,18.0,2,10,6,9
211,32,Non-Travel,Research & Development,7,2,Life Sciences,212,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2
212,24,Travel_Frequently,Sales,22,3,Life Sciences,213,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1
213,38,Travel_Rarely,Research & Development,5,3,Life Sciences,214,Female,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0
214,37,Travel_Rarely,Research & Development,1,4,Technical Degree,215,Female,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3
215,49,Travel_Rarely,Sales,21,1,Life Sciences,216,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9
216,24,Travel_Rarely,Sales,1,3,Marketing,217,Female,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4
217,26,Travel_Rarely,Research & Development,19,4,Technical Degree,218,Female,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4
218,24,Travel_Rarely,Sales,7,3,Medical,219,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0
219,50,Travel_Frequently,Sales,2,2,Marketing,220,Male,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7
220,25,Travel_Rarely,Research & Development,2,3,Life Sciences,221,Male,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6
221,24,Travel_Frequently,Research & Development,2,3,Medical,222,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2
222,30,Travel_Frequently,Research & Development,9,3,Other,223,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0
223,34,Travel_Rarely,Sales,6,2,Life Sciences,224,Male,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3
224,31,Travel_Rarely,Research & Development,9,1,Medical,225,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2
225,35,Travel_Rarely,Research & Development,2,3,Life Sciences,226,Female,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2
226,31,Travel_Rarely,Sales,1,3,Marketing,227,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7
227,27,Travel_Rarely,Sales,22,4,Medical,228,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3
228,37,Travel_Rarely,Sales,9,4,Marketing,229,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0
229,20,Travel_Rarely,Research & Development,17,4,Medical,230,Female,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0
230,42,Travel_Rarely,Research & Development,28,4,Life Sciences,231,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2
231,43,Travel_Rarely,Research & Development,10,5,Technical Degree,232,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0
232,38,Travel_Rarely,Human Resources,2,4,Medical,233,Male,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0
233,43,Travel_Frequently,Sales,4,3,Medical,234,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7
234,48,Travel_Rarely,Research & Development,8,1,Medical,235,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2
235,44,Travel_Rarely,Sales,29,4,Marketing,236,Male,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2
236,34,Travel_Rarely,Research & Development,13,4,Life Sciences,237,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6
237,27,Travel_Rarely,Sales,27,3,Life Sciences,238,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2
238,21,Travel_Rarely,Sales,16,2,Life Sciences,239,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2
239,44,Travel_Rarely,Research & Development,2,2,Life Sciences,240,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1
240,22,Travel_Rarely,Research & Development,2,2,Medical,241,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2
241,33,Travel_Rarely,Sales,13,4,Marketing,242,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2
242,32,Travel_Rarely,Research & Development,1,1,Life Sciences,243,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5
243,30,Travel_Frequently,Research & Development,4,5,Technical Degree,244,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0
244,53,Travel_Rarely,Research & Development,24,3,Other,245,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10
245,34,Travel_Rarely,Research & Development,1,5,Medical,246,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8
246,45,Travel_Frequently,Research & Development,19,4,Life Sciences,247,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0
247,26,Travel_Rarely,Research & Development,7,2,Life Sciences,248,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2
248,37,Travel_Rarely,Research & Development,4,3,Medical,249,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8
249,29,Travel_Rarely,Research & Development,2,3,Life Sciences,250,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2
250,35,Travel_Rarely,Research & Development,10,5,Medical,251,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8
251,33,Travel_Frequently,Research & Development,8,3,Technical Degree,252,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7
252,54,Travel_Rarely,Research & Development,5,2,Life Sciences,253,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1
253,36,Travel_Rarely,Research & Development,8,3,Life Sciences,254,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2
254,27,Travel_Rarely,Sales,9,3,Marketing,255,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1
255,20,Travel_Rarely,Research & Development,1,3,Life Sciences,256,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1
256,33,Travel_Frequently,Research & Development,15,4,Medical,257,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7
257,35,Non-Travel,Research & Development,2,1,Medical,258,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0
258,23,Travel_Rarely,Research & Development,2,3,Life Sciences,259,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2
259,25,Travel_Rarely,Research & Development,11,3,Medical,260,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2
260,38,Travel_Rarely,Research & Development,16,3,Life Sciences,261,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5
261,29,Travel_Frequently,Sales,2,4,Life Sciences,262,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8
262,48,Travel_Rarely,Research & Development,16,3,Technical Degree,263,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2
263,27,Travel_Frequently,Sales,4,3,Technical Degree,264,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4
264,37,Travel_Rarely,Research & Development,16,3,Life Sciences,265,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0
265,50,Travel_Rarely,Sales,5,3,Medical,266,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8
266,34,Travel_Rarely,Research & Development,18,1,Medical,267,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7
267,24,Travel_Rarely,Research & Development,17,2,Life Sciences,268,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0
268,39,Travel_Rarely,Research & Development,12,5,Medical,269,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10
269,32,Travel_Rarely,Research & Development,2,3,Life Sciences,270,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8
270,50,Travel_Frequently,Research & Development,4,2,Medical,271,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3
271,38,Travel_Rarely,Research & Development,9,4,Life Sciences,272,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8
272,27,Travel_Rarely,Research & Development,10,3,Medical,273,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7
273,32,Travel_Rarely,Sales,1,3,Medical,274,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7
274,47,Travel_Rarely,Research & Development,2,3,Medical,275,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7
275,40,Travel_Frequently,Research & Development,3,4,Medical,276,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12
276,53,Travel_Rarely,Research & Development,7,1,Life Sciences,277,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3
277,41,Travel_Rarely,Sales,6,3,Medical,278,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6
278,60,Travel_Rarely,Research & Development,8,2,Life Sciences,279,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2
279,27,Travel_Frequently,Research & Development,29,1,Life Sciences,280,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7
280,41,Travel_Rarely,Research & Development,3,3,Medical,281,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10
281,50,Travel_Rarely,Sales,9,3,Life Sciences,282,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2
282,28,Travel_Rarely,Sales,2,4,Life Sciences,283,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7
283,36,Non-Travel,Research & Development,10,4,Technical Degree,284,Female,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5
284,38,Travel_Rarely,Research & Development,1,3,Medical,285,Female,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0
285,44,Non-Travel,Research & Development,8,2,Life Sciences,286,Male,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4
286,47,Travel_Frequently,Research & Development,27,3,Life Sciences,287,Male,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13
287,30,Travel_Rarely,Research & Development,8,3,Life Sciences,288,Male,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7
288,29,Travel_Rarely,Research & Development,1,2,Medical,289,Female,1,Sales Executive,Single,106730,1.0,13,3,1.0,2,1,0,0
289,42,Travel_Frequently,Research & Development,10,1,Life Sciences,290,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2
290,43,Travel_Frequently,Research & Development,26,1,Life Sciences,291,Male,1,Laboratory Technician,Married,135490,3.0,11,2,7.0,3,2,2,2
291,34,Travel_Rarely,Research & Development,2,5,Technical Degree,292,Male,2,Healthcare Representative,Single,49990,3.0,12,2,10.0,2,5,4,3
292,23,Travel_Rarely,Sales,13,3,Marketing,293,Male,5,Sales Executive,Married,42210,1.0,11,1,5.0,4,4,0,2
293,39,Travel_Rarely,Sales,2,4,Marketing,294,Female,4,Healthcare Representative,Married,138720,9.0,12,3,12.0,3,8,3,6
294,56,Travel_Rarely,Research & Development,2,4,Medical,295,Male,1,Manager,Married,20420,7.0,12,0,30.0,6,10,1,1
295,40,Travel_Rarely,Sales,9,3,Marketing,296,Male,2,Research Scientist,Single,20730,0.0,14,0,5.0,3,4,2,3
296,27,Travel_Rarely,Research & Development,10,3,Life Sciences,297,Female,1,Laboratory Technician,Single,29560,8.0,13,0,9.0,6,7,0,7
297,29,Travel_Rarely,Sales,20,3,Marketing,298,Female,2,Manager,Divorced,29260,1.0,15,1,2.0,3,2,2,2
298,53,Travel_Rarely,Research & Development,9,3,Life Sciences,299,Female,3,Laboratory Technician,Single,48090,2.0,18,0,19.0,2,2,2,2
299,35,Non-Travel,Research & Development,5,1,Medical,300,Male,1,Healthcare Representative,Divorced,51630,2.0,18,2,16.0,4,1,0,0
300,32,Travel_Frequently,Sales,4,4,Life Sciences,301,Male,2,Sales Executive,Married,188440,1.0,19,0,10.0,3,10,4,7
301,38,Travel_Rarely,Sales,10,3,Medical,302,Male,4,Laboratory Technician,Married,181720,6.0,12,2,6.0,5,1,0,1
302,34,Travel_Rarely,Research & Development,20,3,Medical,303,Female,3,Laboratory Technician,Divorced,57440,3.0,19,1,7.0,4,0,0,0
303,52,Travel_Rarely,Sales,21,5,Technical Degree,304,Male,3,Manager,Married,28890,1.0,11,1,34.0,2,34,1,16
304,33,Travel_Rarely,Research & Development,1,2,Medical,305,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,8
305,25,Travel_Rarely,Research & Development,8,3,Life Sciences,306,Male,2,Research Scientist,Single,74840,1.0,15,0,6.0,3,6,1,4
306,45,Travel_Rarely,Sales,2,3,Life Sciences,307,Male,3,Healthcare Representative,Single,60740,0.0,14,0,9.0,2,8,3,1
307,23,Travel_Rarely,Research & Development,23,1,Life Sciences,308,Female,2,Research Scientist,Single,173280,1.0,17,1,2.0,2,2,0,2
308,47,Travel_Frequently,Research & Development,4,3,Life Sciences,309,Male,1,Research Director,Single,27740,4.0,13,1,10.0,2,5,1,3
309,34,Travel_Rarely,Research & Development,12,3,Technical Degree,310,Male,1,Research Scientist,Single,45050,1.0,12,0,6.0,3,6,1,4
310,55,Travel_Rarely,Human Resources,7,3,Human Resources,311,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,4
311,36,Non-Travel,Research & Development,7,2,Life Sciences,312,Male,5,Sales Executive,Single,116310,1.0,18,1,10.0,2,10,0,9
312,52,Non-Travel,Research & Development,1,4,Life Sciences,313,Male,5,Sales Executive,Married,97380,0.0,18,2,5.0,2,4,1,2
313,26,Travel_Frequently,Research & Development,2,2,Life Sciences,314,Male,1,Manufacturing Director,Divorced,28350,3.0,11,1,5.0,2,2,2,0
314,29,Travel_Rarely,Research & Development,10,2,Medical,315,Male,3,Manufacturing Director,Married,169590,4.0,14,3,11.0,5,8,1,1
315,26,Travel_Rarely,Research & Development,15,2,Life Sciences,316,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2
316,34,Travel_Rarely,Research & Development,14,4,Technical Degree,317,Male,2,Manufacturing Director,Single,61460,2.0,12,0,10.0,3,4,1,3
317,54,Travel_Rarely,Research & Development,18,4,Medical,318,Female,2,Laboratory Technician,Divorced,49630,9.0,15,1,9.0,2,5,1,4
318,27,Travel_Frequently,Research & Development,13,2,Life Sciences,319,Female,4,Research Scientist,Married,195370,0.0,12,0,5.0,5,4,1,1
319,37,Travel_Rarely,Sales,2,4,Technical Degree,320,Male,2,Manufacturing Director,Divorced,61720,0.0,11,0,6.0,1,5,4,3
320,38,Travel_Frequently,Sales,2,4,Life Sciences,321,Female,2,Research Scientist,Single,23680,6.0,11,1,17.0,3,15,4,12
321,34,Travel_Rarely,Sales,2,3,Marketing,322,Male,1,Sales Representative,Single,103120,1.0,12,0,6.0,2,6,1,3
322,35,Travel_Rarely,Research & Development,5,4,Medical,323,Male,3,Manager,Married,16750,1.0,16,0,3.0,6,3,0,2
323,30,Travel_Rarely,Research & Development,20,3,Medical,324,Male,1,Laboratory Technician,Married,25230,3.0,13,1,7.0,2,2,0,2
324,40,Travel_Frequently,Research & Development,10,4,Medical,325,Male,2,Manufacturing Director,Married,65670,1.0,13,1,8.0,3,8,3,7
325,34,Travel_Rarely,Research & Development,10,3,Life Sciences,326,Male,3,Healthcare Representative,Married,47390,5.0,24,2,6.0,2,3,1,2
326,42,Travel_Frequently,Research & Development,9,4,Medical,327,Male,1,Manufacturing Director,Divorced,92080,1.0,15,1,24.0,2,24,14,9
327,23,Travel_Rarely,Sales,2,3,Medical,328,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,0
328,24,Non-Travel,Sales,1,5,Marketing,329,Female,1,Manufacturing Director,Divorced,81890,1.0,14,1,1.0,3,1,0,0
329,52,Travel_Rarely,Research & Development,29,3,Life Sciences,330,Male,2,Manufacturing Director,Married,29420,8.0,11,1,9.0,1,5,1,4
330,50,Travel_Rarely,Research & Development,8,4,Life Sciences,331,Male,2,Sales Executive,Married,49410,5.0,11,1,30.0,3,4,0,3
331,29,Travel_Rarely,Sales,2,4,Marketing,332,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,0
332,33,Travel_Rarely,Research & Development,3,4,Life Sciences,333,Male,4,Manufacturing Director,Married,59020,0.0,12,1,14.0,2,13,3,7
333,33,Travel_Rarely,Research & Development,23,5,Life Sciences,334,Male,1,Human Resources,Single,86390,5.0,16,2,6.0,3,3,0,2
334,47,Travel_Rarely,Research & Development,6,4,Other,335,Male,2,Manager,Married,63470,1.0,14,0,26.0,2,26,3,0
335,36,Travel_Rarely,Sales,6,3,Medical,336,Female,2,Sales Executive,Married,42000,0.0,22,0,10.0,3,9,0,5
336,29,Travel_Rarely,Research & Development,10,3,Other,337,Male,1,Research Scientist,Married,34520,1.0,11,0,10.0,3,10,0,7
337,58,Travel_Rarely,Research & Development,24,3,Other,338,Female,2,Research Scientist,Single,43170,7.0,17,0,40.0,2,31,13,8
338,35,Travel_Rarely,Sales,10,4,Marketing,339,Female,1,Research Scientist,Single,26320,3.0,13,3,7.0,3,2,2,2
339,42,Travel_Rarely,Sales,15,1,Marketing,340,Male,2,Laboratory Technician,Married,46680,9.0,18,2,8.0,2,4,0,2
340,28,Travel_Rarely,Research & Development,19,4,Medical,341,Female,2,Sales Executive,Single,32040,6.0,16,1,5.0,4,2,2,1
341,36,Travel_Rarely,Research & Development,2,3,Life Sciences,342,Male,2,Healthcare Representative,Married,27200,4.0,14,1,8.0,3,5,0,4
342,32,Travel_Rarely,Research & Development,3,1,Medical,343,Male,2,Manufacturing Director,Married,171810,1.0,14,0,14.0,2,14,6,8
343,40,Travel_Frequently,Sales,9,3,Marketing,344,Male,3,Manufacturing Director,Single,22380,2.0,14,0,10.0,3,1,0,0
344,30,Travel_Rarely,Research & Development,7,3,Technical Degree,345,Male,2,Research Director,Single,14830,5.0,13,0,12.0,3,0,0,0
345,45,Travel_Rarely,Research & Development,10,4,Life Sciences,346,Male,1,Research Director,Single,56050,1.0,12,2,1.0,2,1,0,0
346,42,Travel_Rarely,Research & Development,20,2,Medical,347,Male,2,Sales Representative,Married,72950,1.0,15,0,10.0,3,9,7,8
347,38,Travel_Frequently,Sales,4,3,Medical,348,Male,2,Research Scientist,Divorced,23060,2.0,19,1,13.0,5,4,1,2
348,34,Travel_Frequently,Research & Development,7,4,Life Sciences,349,Male,3,Laboratory Technician,Single,23480,1.0,14,1,6.0,3,5,1,3
349,49,Travel_Rarely,Sales,7,2,Life Sciences,350,Female,2,Healthcare Representative,Married,89980,1.0,14,2,9.0,2,9,7,7
350,55,Travel_Rarely,Human Resources,16,3,Technical Degree,351,Male,4,Manufacturing Director,Single,43190,4.0,11,0,12.0,3,9,7,3
351,43,Travel_Rarely,Research & Development,25,2,Medical,352,Male,2,Healthcare Representative,Married,61320,6.0,13,0,22.0,3,4,1,0
352,27,Travel_Rarely,Sales,2,4,Medical,353,Male,2,Manager,Divorced,33460,1.0,21,1,9.0,2,9,0,8
353,35,Travel_Rarely,Research & Development,1,3,Medical,354,Male,1,Research Director,Single,108550,3.0,13,1,17.0,2,8,1,6
354,28,Travel_Rarely,Sales,1,2,Technical Degree,355,Female,1,Sales Executive,Married,22310,1.0,12,0,8.0,3,8,7,5
355,34,Travel_Rarely,Sales,2,5,Life Sciences,356,Male,4,Research Scientist,Married,23230,0.0,17,0,4.0,2,3,0,2
356,26,Travel_Frequently,Research & Development,22,4,Other,357,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,7
357,27,Non-Travel,Sales,1,3,Technical Degree,358,Female,1,Sales Executive,Married,27130,1.0,11,0,0.0,2,0,0,0
358,51,Travel_Rarely,Sales,16,3,Medical,359,Male,3,Research Scientist,Married,94390,2.0,15,3,29.0,0,20,4,17
359,44,Travel_Rarely,Sales,24,5,Medical,360,Female,1,Sales Executive,Single,25660,9.0,11,1,10.0,3,5,2,3
360,25,Travel_Rarely,Research & Development,17,3,Medical,361,Male,1,Laboratory Technician,Single,199260,7.0,11,3,6.0,5,4,0,1
361,33,Travel_Rarely,Research & Development,8,4,Life Sciences,362,Male,3,Laboratory Technician,Divorced,24510,1.0,13,1,9.0,3,9,0,8
362,35,Travel_Rarely,Sales,6,4,Medical,363,Female,2,Manager,Single,94190,1.0,24,1,6.0,5,6,1,1
363,36,Travel_Rarely,Sales,10,4,Marketing,364,Male,3,Manager,Married,86860,1.0,13,0,18.0,2,18,4,11
364,32,Travel_Rarely,Research & Development,3,4,Medical,365,Female,4,Sales Executive,Divorced,30380,2.0,20,0,8.0,3,5,0,3
365,30,Travel_Frequently,Research & Development,4,5,Medical,366,Male,5,Sales Representative,Divorced,30580,9.0,14,1,10.0,2,5,0,3
366,53,Travel_Rarely,Sales,6,3,Marketing,367,Male,4,Sales Executive,Married,23250,7.0,18,1,35.0,1,5,0,4
367,45,Travel_Rarely,Research & Development,1,5,Technical Degree,368,Male,2,Healthcare Representative,Divorced,20880,4.0,15,3,18.0,2,5,0,2
368,32,Travel_Rarely,Sales,10,3,Marketing,369,Female,1,Human Resources,Married,30720,5.0,12,0,9.0,4,5,1,3
